volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,thailand,distribution,ecology,family_url,genus_url,species_url,specific_name
12,Orchidaceae,14. Goodyera p.p. ( G. pusilla ),Goodyera p.p. ( G. pusilla ),14.0,Goodyera pusilla Blume,SOUTH-WESTERN: Prachuap Khiri Khan (Huai Yang); PENINSULAR: Songkhla (Ton Nga Chang).,"Peninsular Malaysia, Sumatra, Java (type), Borneo.",In lower tropical rain forests and seasonal evergreen forests. Flowering: July–September.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Goodyera&tdcode=05528,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05533,Goodyera pusilla Blume
12,Orchidaceae,14. Goodyera p.p. ( G. pusilla ),Goodyera p.p. ( G. pusilla ),14.0,Goodyera procera (Ker Gawl.) Hook.,"NORTHERN: Mae Hong Son, Chiang Mai, Nan (Doi Phu Kha), Tak (Umphang WS); NORTH-EASTERN: Phetchabun (Nam Nao); SOUTH-WESTERN: Phetchaburi (Kaeng Krachan), Prachuap Khiri Khan (Kaeng Krachan).","Sri Lanka, India, Nepal (type), Bhutan, Bangladesh, Myanmar, SE Tibet, S China, Laos, Cambodia, Vietnam, Taiwan, Japan, the Philippines, Borneo, Sumatra, Java, Flores.","Moist ground, often along streams, in seasonal evergreen forests and hill evergreen forests (rarely moist upper mixed deciduous forests) on granite, limestone or sandstone bedrock; 575–1,250 m alt. Flowering: January–June.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Goodyera&tdcode=05528,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05532,Goodyera procera (Ker Gawl.) Hook.
12,Orchidaceae,14. Goodyera p.p. ( G. pusilla ),Goodyera p.p. ( G. pusilla ),14.0,Goodyera bifida (Blume) Blume,NORTHERN: Phitsanulok (Phu Soi Dao); NORTH-EASTERN: Loei (Phu Luang); SOUTH-WESTERN: Prachuap Khiri Khan (Huai Yang).,"Peninsular Malaysia, Sumatra, Java (type), Borneo, Sulawesi, Flores, Timor.","In hill evergreen forests, mainly on sandstone bedrock; 1,100–2,100 m alt. Flowering: recorded in July and September–November.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Goodyera&tdcode=05528,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05529,Goodyera bifida (Blume) Blume
12,Orchidaceae,14. Goodyera p.p. ( G. pusilla ),Goodyera p.p. ( G. pusilla ),14.0,Goodyera schlechtendaliana Rchb.f.,"NORTHERN: Mae Hong Son (Doi Khun Huai Pong), Phitsanulok (Phu Soi Dao); NORTH-EASTERN: Loei (Phu Luang); PENINSULAR: Nakhon Si Thammarat (Khao Luang).","Nepal, NE India, Bhutan, Myanmar, Tibet, S China, Vietnam, Korea, Taiwan, Japan (type), Sumatra.","Hill evergreen forests and the transition zone to pine forests; 1,400–2,100 m alt. Flowering: recorded in March–April and September–November.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Goodyera&tdcode=05528,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05534,Goodyera schlechtendaliana Rchb.f.
12,Orchidaceae,14. Goodyera p.p. ( G. pusilla ),Goodyera p.p. ( G. pusilla ),14.0,Goodyera hispida Lindl.,NORTHERN: Chiang Mai (Doi Suthep – Kerr 189 C K).,"NE India (type), Vietnam, Peninsular Malaysia.",Moist ground in seasonal evergreen forests on granite bedrock; ca 670 m alt. Flowering: July.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Goodyera&tdcode=05528,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05531,Goodyera hispida Lindl.
12,Orchidaceae,14. Goodyera p.p. ( G. pusilla ),Goodyera p.p. ( G. pusilla ),14.0,Goodyera thailandica Seidenf.,"NORTHERN: Chiang Mai (Doi Suthep); NORTH-EASTERN: Nong Khai (Mueang District); EASTERN: Nakhon Ratchasima (Khao Yai – type: Cumberlege 1330, holotype -K, isotype -C).",India (Orissa).,"Shaded ground in seasonal evergreen forests and hill evergreen forests on granite or sandstone bedrock; 200–1,125 m alt. Flowering: February–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Goodyera&tdcode=05528,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05535,Goodyera thailandica Seidenf.
12,Orchidaceae,18. Herpysma,Herpysma,18.0,Herpysma longicaulis Lindl.,"NORTHERN: Chiang Mai (Doi Inthanon), Nan (Doi Phu Kha), Phitsanulok; NORTH-EASTERN: Loei (Phu Luang); SOUTH-WESTERN: Kanchanaburi (Khao Ri Yai).","Nepal (type), Bhutan, NE India, Myanmar, Yunnan, Vietnam, Sumatra.","Shaded humus-rich, often moist ground in hill evergreen forests on sandstone or granite bedrock: 1,200–1,700 m alt. Flowering: December–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Herpysma&tdcode=05590,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05591,Herpysma longicaulis Lindl.
12,Orchidaceae,11. Erythrodes,Erythrodes,11.0,Erythrodes blumei (Lindl.) Schltr.,"NORTHERN: Phitsanulok (Phu Soi Dao); EASTERN: Nakhon Ratchasima (Khao Yai); SOUTH-WESTERN: Kanchanaburi (Sangkhla Buri); PENINSULAR: Chumphon (Khao Thong), Ranong (Khao Phota Chongdon).","NE India (type), Myanmar, S China, Vietnam, Taiwan, Peninsular Malaysia, Sumatra, Java.","Seasonal evergreen forests, upper tropical rain forests, hill evergreen forests and bamboo thickets; 500–1,600 m alt. Flowering: January–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Erythrodes&tdcode=05520,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05521,Erythrodes blumei (Lindl.) Schltr.
12,Orchidaceae,11. Erythrodes,Erythrodes,11.0,Erythrodes hirsuta (Griff.) Ormerod,NORTH-EASTERN: Phetchabun (Khao Kheo Ngoi – Kerr 444 C K).,"NE India (type), Bhutan, Myanmar, Vietnam, Hainan.",Humus-rich ground in hill evergreen forests; ca 900 m alt. Flowering: April.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Erythrodes&tdcode=05520,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05522,Erythrodes hirsuta (Griff.) Ormerod
12,Orchidaceae,19. Hetaeria,Hetaeria,19.0,Hetaeria anomala (Lindl.) Rchb.f.,"NORTHERN: Phitsanulok (Thung Salaeng Luang); PENINSULAR: Ranong (Khao Phota Luang Kaeo), Satun (Khao Keo).","NE India (type), Myanmar, Vietnam, Hainan, Taiwan, Peninsular Malaysia, Sumatra, Borneo, Sulawesi, the Philippines.","Hill evergreen forests; ca 1,100 m alt. Flowering: February–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hetaeria&tdcode=05592,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05595,Hetaeria anomala (Lindl.) Rchb.f.
12,Orchidaceae,19. Hetaeria,Hetaeria,19.0,Hetaeria oblongifolia Blume,"NORTHERN: Tak (Sepala); NORTH-EASTERN: Khon Kaen (Pong canal); EASTERN: Nakhon Ratchasima; SOUTH-WESTERN: Uthai Thani (Huai Kha Kaeng), Kanchanaburi, Prachuap Khiri Khan (Kui Buri); CENTRAL: Lop Buri (Champa); SOUTH-EASTERN: Chanthaburi, Trat (Dan Chumphon); PENINSULAR: Chumphon (Bang Son), Surat Thani (Ko Pha-ngan), Phangnga (Laem Son), Nakhon Si Thammarat (Khao Chum Tong), Trang (Palian).",Widespread from Sri Lanka in the west to Japan in the northeast and NE Australia and the SW Pacific Islands in the southeast (type from Java).,"Lower tropical rain forests, seasonal evergreen forests and lower mixed deciduous forests; 0–500 m alt. Flowering: December–April (the main flowering season is January–February).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hetaeria&tdcode=05592,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05599,Hetaeria oblongifolia Blume
12,Orchidaceae,19. Hetaeria,Hetaeria,19.0,Hetaeria finlaysoniana Seidenf.,SOUTH-WESTERN: Kanchanaburi (Thung Yai Naresuan); SOUTH-EASTERN: Chanthaburi (Ko Kradat); PENINSULAR: Surat Thani (Ko Tao).,"Sri Lanka, Myanmar, S China (type locality unknown, possibly Peninsular Malaysia).",Tropical rain forests and seasonal evergreen forests; 5–800 m alt. Flowering: recorded in February and April.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hetaeria&tdcode=05592,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05597,Hetaeria finlaysoniana Seidenf.
12,Orchidaceae,19. Hetaeria,Hetaeria,19.0,Hetaeria affinis (Griff.) Seidenf & Ormerod,"NORTHERN: Chiang Rai (Khunkorn Falls), Nan (Tham Sakoen), Tak (90 km S of Tak), Phitsanulok (Rom Klao); SOUTH-EASTERN: Chanthaburi (Khao Soi Dao).","Bhutan, NE India (type), Myanmar, S China, Vietnam.","Seasonal evergreen forests and hill evergreen forests on limestone or granite bedrock; 650–1,050 m alt. Flowering: recorded in December–January and March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hetaeria&tdcode=05592,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05593,Hetaeria affinis (Griff.) Seidenf & Ormerod
12,Orchidaceae,19. Hetaeria,Hetaeria,19.0,Hetaeria alta Ridl.,PENINSULAR: Ranong (Khao Phota Chongdong – Kerr 0685 -C K).,"Vietnam, Peninsular Malaysia (type), Borneo.",Lower tropical rain forests; 300–400 m alt. Flowering: January.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hetaeria&tdcode=05592,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05594,Hetaeria alta Ridl.
12,Orchidaceae,19. Hetaeria,Hetaeria,19.0,Hetaeria obliqua Blume,PENINSULAR: Satun (Tarutao – Kerr 0499 -C K).,"Hainan, Peninsular Malaysia, Sumatra, Borneo (type).","Tropical rain forests, unknown. Flowering: January.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hetaeria&tdcode=05592,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05598,Hetaeria obliqua Blume
12,Orchidaceae,19. Hetaeria,Hetaeria,19.0,Hetaeria youngsayei Ormerod,NORTH-EASTERN: Nakhon Phanom (Phu Langka); EASTERN: Nakhon Ratchasima (Pak Thong Chai); SOUTH-WESTERN: Uthai Thani (Huai Kha Kaeng); SOUTH EASTERN: Chanthaburi (Khao Sabap).,"Hainan, Hong Kong (type).",Seasonal evergreen forests and lower mixed deciduous forests; 120–500 m alt. Flowering: January–February.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hetaeria&tdcode=05592,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05600,Hetaeria youngsayei Ormerod
12,Orchidaceae,19. Hetaeria,Hetaeria,19.0,Hetaeria armata Ormerod & H.A.Pedersen,"PENINSULAR: Nakhon Si Thammarat (Khao Khai Chang – type: Suvarnkoset 538, holotype -BKF, isotype -C).",Endemic.,"Evergreen forests, unknown. Flowering: April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hetaeria&tdcode=05592,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05596,Hetaeria armata Ormerod & H.A.Pedersen
12,Orchidaceae,23. Macodes,Macodes,23.0,Macodes petola (Blume) Lindl.,"PENINSULAR: Nakhon Si Thammarat, Pattani (Sai Khao Falls).","Peninsular Malaysia, Sumatra, Java (type), Borneo, the Philippines.",Terrestrially on stream banks and epiphytically on stems of tree ferns in tropical rain forests; altitudinal range and flowering season unknown.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Macodes&tdcode=05611,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05612,Macodes petola (Blume) Lindl.
12,Orchidaceae,4. Cheirostylis,Cheirostylis,4.0,Cheirostylis pusilla Lindl.,"NORTHERN: Nan (Doi Phu Kha); NORTH-EASTERN: Loei (Phu Kradueng); SOUTH-EASTERN: Chanthaburi (Khao Khitchakut), Trat (Salakphet); PENINSULAR: Surat Thani (Khao Nong), Nakhon Si Thammarat (Khao Luang), Trang (Khao Chọng), Songkhla (Boriphat Falls).","NE India (type), Yunnan, Peninsular Malaysia.",Lithophytic on shaded wet rocks in tropical rain forests and seasonal evergreen forests; 50–750 m alt. Flowering: recorded in August–October and December.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cheirostylis&tdcode=05497,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05502,Cheirostylis pusilla Lindl.
12,Orchidaceae,4. Cheirostylis,Cheirostylis,4.0,Cheirostylis octodactyla Ames,NORTHERN: Phitsanulok (Phu Soi Dao – Suksathan 4623 -QBG).,"Vietnam, the Philippines (type), Taiwan.","Terrestrial on humus-rich ground in hill evergreen forests; ca 1,800 m alt. Flowering: September.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cheirostylis&tdcode=05497,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05501,Cheirostylis octodactyla Ames
12,Orchidaceae,4. Cheirostylis,Cheirostylis,4.0,Cheirostylis thailandica Seidenf.,"NORTHERN: Chiang Mai; SOUTH-WESTERN: Kanchanaburi (Song Thao – type: Larsen & Hansen DB-9517, holotype -C).",Yunnan.,"Terrestrial in crevices of limestone rocks in hill evergreen forests; 1,100–1,400 m alt. Flowering: February–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cheirostylis&tdcode=05497,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05504,Cheirostylis thailandica Seidenf.
12,Orchidaceae,4. Cheirostylis,Cheirostylis,4.0,Cheirostylis moniliformis (Griff.) Seidenf.,SOUTH-WESTERN: Prachuap Khiri Khan.,"Bhutan (type), India (Assam).","In Kaeng Krachan National Park, this species was collected in secondary forests on a ridge (altitude, ca 600 m); no ecological information is available from the other known locality (in Bang Saphan). Flowering: December–January.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cheirostylis&tdcode=05497,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05499,Cheirostylis moniliformis (Griff.) Seidenf.
12,Orchidaceae,4. Cheirostylis,Cheirostylis,4.0,Cheirostylis griffithii Lindl.,"NORTHERN: Mae Hong Son (Doi Khun Huai Pong), Chiang Mai, Nan.","Nepal, NE India (type), Myanmar, Yunnan.","Terrestrial on shaded humus-rich ground in hill evergreen forests on granite or limestone bedrock; 1,300–2,100 m alt. Flowering: January–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cheirostylis&tdcode=05497,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05498,Cheirostylis griffithii Lindl.
12,Orchidaceae,4. Cheirostylis,Cheirostylis,4.0,Cheirostylis yunnanensis Rolfe,"NORTHERN: Chiang Mai (Queen Sirikit Botanic Garden), Tak (Doi Hua Mot); NORTH-EASTERN: Khon Kaen (Pha Nok Khao), Loei; SOUTH-WESTERN: Kanchanaburi, Prachuap Khiri Khan (Huai Yang); PENINSULAR: Ranong (Ngao Falls).","NE India, Myanmar, S China (type), Vietnam.","Terrestrial in seasonal evergreen forests, tropical rain forests and bamboo thickets on limestone or (less frequently) granite bedrock: 100–800 m alt. Flowering: November January.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cheirostylis&tdcode=05497,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05505,Cheirostylis yunnanensis Rolfe
12,Orchidaceae,4. Cheirostylis,Cheirostylis,4.0,Cheirostylis montana Blume,SOUTH-WESTERN: Kanchanaburi (Song Thaw – Larsen & Hansen DB-9516 -C).,"Myanmar, Peninsular Malaysia, Borneo, Java (type), Sumbawa.",No information available.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cheirostylis&tdcode=05497,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05500,Cheirostylis montana Blume
12,Orchidaceae,4. Cheirostylis,Cheirostylis,4.0,Cheirostylis spathulata J.J.Sm.,"NORTHERN: Chiang Mai (Doi Chiang Dao), Nakhon Sawan (Pak Nam Pho); NORTH-EASTERN: Loei (Si Than); EASTERN: Chaiyaphum (Thung Kamang), Nakhon Ratchasima (Khao Yai); SOUTH-WESTERN: Phetchaburi (Kaeng Krachan), Prachuap Khiri Khan; CENTRAL: Saraburi; SOUTH-EASTERN: Prachin Buri, Chanthaburi; PENINSULAR: Chumphon.","Myanmar, Vietnam, Borneo, Java (type).","Terrestrial in rock crevices (usually limestone) in seasonal evergreen forests and tropical rainforests; 50–800 m alt. Flowering: September–December and, less frequently, March–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cheirostylis&tdcode=05497,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05503,Cheirostylis spathulata J.J.Sm.
12,Orchidaceae,22. Ludisia,Ludisia,22.0,Ludisia discolor (Ker Gawl.) Blume,"SOUTH-EASTERN: Chanthaburi; PENINSULAR: Chumphon, Surat Thani, Phangnga (Takua Thung), Nakhon Si Thammarat, Phatthalung (Tamot), Trang (Khao Chong), Satun, Songkhla, Pattani (Sai Khao Falls), Yala, Narathiwat (Khao Sam Nak).","Myanmar, S China, Laos, Cambodia, Vietnam, Peninsular Malaysia, W Indonesia (Sumatra, Anambas, Bunguran), the Philippines. Type locality uncertain (“Brazil”), probably S China.","Moist granite or limestone rocks, usually along streams, in tropical rain forests (rarely hill evergreen forests); 20–7000(–1,100) m alt. Flowering: recorded in May and July–February (the main flowering season is in November–February).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ludisia&tdcode=05609,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05610,Ludisia discolor (Ker Gawl.) Blume
12,Orchidaceae,20. Hylophila,Hylophila,20.0,Hylophila lanceolata (Blume) Miq.,PENINSULAR: Satun (Khao Keo – Kerr 0533 -C K).,"Sumatra, Java (type), Flores, Borneo, the Philippines.","Evergreen forests, unknown. Flowering: March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hylophila&tdcode=05601,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05602,Hylophila lanceolata (Blume) Miq.
12,Orchidaceae,30. Rhomboda,Rhomboda,30.0,Rhomboda abbreviata (Lindl.) Ormerod,NORTHERN: Phitsanulok (Phu Soi Dao); SOUTH-EASTERN: Chanthaburi (Khao Soi Dao).,"Nepal (type), NE India, Myanmar, S China.","Hill evergreen forests: 1,300–1,500 m alt. Flowering: recorded in November and February–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rhomboda&tdcode=05672,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05673,Rhomboda abbreviata (Lindl.) Ormerod
12,Orchidaceae,30. Rhomboda,Rhomboda,30.0,Rhomboda moulmeinensis (E.C.Parish & Rchb.f.) Ormerod,"NORTHERN: Chiang Mai, Nan (Doi Phu Kha).","SE Tibet, S China, Myanmar (type).","Shaded humus-rich ground in hill evergreen forests: 1,500–2,000 m alt. Flowering: August–October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rhomboda&tdcode=05672,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05675,Rhomboda moulmeinensis (E.C.Parish & Rchb.f.) Ormerod
12,Orchidaceae,30. Rhomboda,Rhomboda,30.0,Rhomboda lanceolata (Lindl.) Ormerod,"NORTHERN: Chiang Rai (Doi Phi Pan Nam), Phitsanulok (Phu Soi Dao); SOUTH-WESTERN: Prachuap Khiri Khan (Huai Yang); SOUTH-EASTERN: Chanthaburi.","NE India (type), scattered from Peninsular Malaysia east to Sulawesi and the Philippines.",Habitat and altitudinal range unknown. Flowering: October.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rhomboda&tdcode=05672,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05674,Rhomboda lanceolata (Lindl.) Ormerod
12,Orchidaceae,36. Zeuxine,Zeuxine,36.0,Zeuxine strateumatica (L.) Schltr.,NORTHERN: Chiang Mai.,"S & E Asia, from Turkmenistan and Afghanistan to Japan, the Lesser Sunda Islands and New Guinea (type from Sri Lanka). Additional occurrences, probably due to human introduction, are found in Hawaii, the southern USA, the Caribbean, Brazil and southern Arabia.","In Chiang Mai, this species was found growing among grass in a clearing in hill evergreen forests (no other information on habitats available): 900–1,200 m alt. Flowering: December–January.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Zeuxine&tdcode=05695,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05704,Zeuxine strateumatica (L.) Schltr.
12,Orchidaceae,36. Zeuxine,Zeuxine,36.0,Zeuxine membranacea Lindl.,"NORTHERN: Chiang Mai; EASTERN: Ubon Ratchathani (Bung); SOUTH-EASTERN: Sa Kaeo, Prachin Buri; PENINSULAR: Songkhla (Padang Besa).","Ecology : Savanna forests and open deciduous forests; 50–1,100 m alt. Flowering: recorded in December–January, March and August.","Savanna forests and open deciduous forests; 50–1,100 m alt. Flowering: recorded in December–January, March and August.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Zeuxine&tdcode=05695,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05701,Zeuxine membranacea Lindl.
12,Orchidaceae,36. Zeuxine,Zeuxine,36.0,Zeuxine violascens Ridl.,PENINSULAR: Nakhon Si Thammarat (Khao Luang).,"Peninsular Malaysia, Borneo, Sumatra, Java (type).",Tropical rain forests; 500–750 m alt. Flowering: July.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Zeuxine&tdcode=05695,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05705,Zeuxine violascens Ridl.
12,Orchidaceae,36. Zeuxine,Zeuxine,36.0,Zeuxine nervosa (Wall. ex Lindl.) Benth. ex C.B.Clarke,"NORTHERN: Nan (Mae Sakhon), Phitsanulok (Thung Salaeng Luang); NORTH-EASTERN: Phetchabun (Khao Huai Khae); EASTERN: Nakhon Ratchasima (Khao Yai); SOUTH-WESTERN: Kanchanaburi (Song Thao); CENTRAL: Nakhon Nayok (Khao Yai); SOUTH-EASTERN: Chon Buri (Si Racha), Trat; PENINSULAR: Ranong (Khao Phota Luang Kaeo), Nakhon Si Thammarat (Ban Ko).","Nepal, Bhutan, NE India (type), Bangladesh, Yunnan, Vietnam, the Philippines, Taiwan, Ryukyus.","Humus-rich ground in tropical rain forests, hill evergreen forests and seasonal evergreen forests; 20–1,400 m alt. Flowering: September–March (but mainly in January–February).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Zeuxine&tdcode=05695,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05702,Zeuxine nervosa (Wall. ex Lindl.) Benth. ex C.B.Clarke
12,Orchidaceae,36. Zeuxine,Zeuxine,36.0,Zeuxine glandulosa King & Pantl.,NORTHERN: Chiang Mai (Doi Saket); SOUTH-EASTERN: Trat (Dan Chumphon); PENINSULAR: Ranong (Khao Phota Chongdong).,"Bhutan, NE India (type).",Tropical rain forests and (probably) seasonal evergreen forests; 0–600 m alt. Flowering: recorded in December–January and March.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Zeuxine&tdcode=05695,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05700,Zeuxine glandulosa King & Pantl.
12,Orchidaceae,36. Zeuxine,Zeuxine,36.0,Zeuxine bidupensis Aver.,NORTHERN: Phitsanulok (Phu Soi Dao); NORTH-EASTERN: Loei (Phu Luang).,"India (West Bengal), Vietnam (type).","Shaded humus-rich ground in hill evergreen forests and lower montane scrub forests on sandstone bedrock; 1,425–2,100 m alt. Flowering: recorded in September and November.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Orchidaceae&volumeno=12,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Zeuxine&tdcode=05695,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05697,Zeuxine agyokuana
