volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,thailand,distribution,ecology,family_url,genus_url,species_url,specific_name,wfo_id,source,match_type,Species,Plant ID,Letter,DataSheetURL,temp_opt_min,temp_opt_max,temp_abs_min,temp_abs_max,rain_opt_min,rain_opt_max,rain_abs_min,rain_abs_max,ph_opt_min,ph_opt_max,ph_abs_min,ph_abs_max
2.0,Portulacaceae,1 Portulaca,Portulaca,1.0,Portulaca oleracea L.,"Near and in towns, villages and settlements, all over the country.",Pantropic and subtropical.,"Waysides, deforestsed and ruderal places, sandy shores, even on exposed rocks, up to 1,800 m alt. Flowering and fruiting: January–December.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Portulacaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Portulaca&tdcode=00451,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00453,Portulaca oleracea L.,,present,B_core_exact,Portulaca oleracea,1784,P,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1784,18.0,32.0,7.0,36.0,1000.0,2000.0,500.0,4000.0,5.5,7.0,4.3,8.3
11.0,Sapotaceae,8. Pouteria,Pouteria,8.0,Pouteria campechiana (Kunth) Baehni,Cultivated throughout the country.,"Tropical America, cultivated throughout the tropics (Brazil – type).",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sapotaceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pouteria&tdcode=05462,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05463,Pouteria campechiana (Kunth) Baehni,,present,B_core_exact,Pouteria campechiana,2394,P,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2394,20.0,26.0,16.0,30.0,1200.0,2000.0,650.0,2700.0,6.0,7.5,5.5,8.0
2.0,Rosaceae,16 Prunus,Prunus,16.0,Prunus persica (L.) Batsch,"Cultivated. NORTHERN: Chiang Mai, Chiang Rai, Nan.",Native of China. Culitivated in temperate regions and on tropical mountains.,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Prunus&tdcode=00126,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00127,Prunus persica (L.) Batsch,,present,B_core_exact,Prunus persica,1796,P,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1796,20.0,33.0,7.0,35.0,900.0,1100.0,750.0,1600.0,5.5,6.3,4.5,7.5
7.0,Myrtaceae,10. Psidium,Psidium,10.0,Psidium guajava L.,Widely cultivated. Much breeding and selection has been carried out in Thailand for larger fruited varieties. The measurements above may therefore be exceeded on occasion.,"Florida, Mexico and New World and Old World Tropics (India – type).",Cultivated.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Psidium&tdcode=02986,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02987,Psidium guajava L.,,present,B_core_exact,Psidium guajava,1804,P,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1804,20.0,33.0,10.0,45.0,1000.0,3000.0,400.0,5000.0,5.5,7.5,4.0,8.5
4.0,Leguminosae-Papilionoideae,Psophocarpus,Psophocarpus,,Psophocarpus tetragonolobus (L.) DC.,Cultivated throughout the country.,Probably native in tropical Asia; widely cultivated throughout the world (Illustration based on material cultivated in Amboina – type).,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Psophocarpus&tdcode=09192,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=09193,Psophocarpus tetragonolobus (L.) DC.,,present,B_core_exact,Psophocarpus tetragonolobus,1807,P,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1807,18.0,30.0,14.0,40.0,1000.0,2500.0,500.0,4100.0,5.5,7.0,4.3,8.5
4.0,Leguminosae-Papilionoideae,Pterocarpus,Pterocarpus,,Pterocarpus indicus Willd.,"PENINSULAR: Ranong, Phangnga, Nakhon Si Thammarat, Trang, Yala.","India (type), China, Laos, Cambodia, Vietnam, Malesia.","Along margins and open areas of evergreen forests, to 600 m alt. Cultivated as ornamental tree throughout the country.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pterocarpus&tdcode=07554,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=07555,Pterocarpus indicus Willd.,,present,B_core_exact,Pterocarpus indicus,1817,P,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1817,24.0,32.0,12.0,37.0,2000.0,3000.0,1500.0,3500.0,5.5,6.5,5.0,7.5
4.0,Leguminosae-Papilionoideae,Pterocarpus,Pterocarpus,,Pterocarpus macrocarpus Kurz,"NORTHERN: Mae Hong Son, Chaing Mai (Mae Bo Ku – type of Pterocarpus gracilis var. brevipes : Winit 166 -BK BM), Nan, Lamphun, Lampang, Phrae, Uttaradit, Tak, Sukhothai, Phitsanulok, Kamphaeng Phet; NORTH-EASTERN: Phetchabun, Loei, Sakon Nakhon, Maha Sarakham; EASTERN: Chaiyaphum, Nakhon Ratchasima, Si Sa Ket, Ubon Ratchathani; SOUTH-WESTERN: Uthai Thani, Kanchanaburi (Wang Khanai – type of P. cambodianus var. calcicolus : Kerr 12865 -BK [2 sheets] BM K TCD), Phetchaburi, Prachuap Khiri Khan; CENTRAL: Suphan Buri (Doem Bang Nang Buat – type of P. gracilis var. nitidus : Kerr 7000 -BK TCD), Saraburi; SOUTH-EASTERN: Chachoengsao, Chon Buri, Chanthaburi.","Myanmar (type), Laos, Cambodia, Vietnam.","In mixed deciduous and dipterocarp forests, 100–1,000 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pterocarpus&tdcode=07554,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=07556,Pterocarpus macrocarpus Kurz,,present,B_core_exact,Pterocarpus macrocarpus,9045,P,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9045,24.0,34.0,8.0,44.0,1500.0,2500.0,875.0,5000.0,5.5,6.5,5.0,7.5
4.0,Leguminosae-Papilionoideae,Pterocarpus,Pterocarpus,,Pterocarpus santalinus L.f.,Cultivated.,"Sri Lanka, India (type), Bangladesh.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pterocarpus&tdcode=07554,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=07557,Pterocarpus santalinus L.f.,,present,B_core_exact,Pterocarpus santalinus,9049,P,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9049,26.0,32.0,7.0,46.0,1000.0,1900.0,875.0,2800.0,5.0,5.5,4.5,6.5
4.0,Leguminosae-Papilionoideae,Pueraria,Pueraria,,Pueraria lobata (Willd.) Ohwi,e-Flora of Thailand,thomsonii,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pueraria&tdcode=09194,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=09200,Pueraria lobata (Willd.) Ohwi,,present,B_core_exact,Pueraria lobata,1822,P,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1822,18.0,28.0,9.0,32.0,1200.0,1400.0,950.0,2200.0,5.5,6.5,5.0,7.1
11.0,Lythraceae,7. Punica,Punica,7.0,Punica granatum L.,e-Flora of Thailand,"Widespread, introduced, etc from Central Asia, naturalised in western China (lectotype from European Mediterranean area, herb. Clifford 184, BM000628599).",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Lythraceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Punica&tdcode=05383,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=05384,Punica granatum L.,,present,B_core_exact,Punica granatum,1829,P,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1829,23.0,32.0,8.0,40.0,900.0,1200.0,400.0,4200.0,6.5,7.5,5.8,8.5
9.0,Fagaceae,3. Quercus,Quercus,3.0,Quercus lamellosa Sm.,"NORTHERN: Chiang Mai, Chiang Rai.","India, Nepal (type), Bhutan, Burma.","Lower montane rain forests, limestone bedrock, 1,500–1,700 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Fagaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Quercus&tdcode=03943,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03957,Quercus lamellosa Sm.,,present,B_core_exact,Quercus lamellosa,9121,Q,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9121,15.0,25.0,4.0,32.0,3000.0,4000.0,2500.0,4500.0,5.5,6.5,5.0,7.5
9.0,Fagaceae,3. Quercus,Quercus,3.0,Quercus lineata Blume,"NORTHERN: Mae Hong Son, Chiang Mai, Chiang Rai; NORTH-EASTERN: Loei; PENINSULAR: Nakhon Si Thammarat.","India, Burma, Malaysia, Indonesia (type), Vietnam.","Lower montane rain forests, lower montane pine-oak forests, mixed deciduous forests. Sometimes on limestone bedrock, 500–2,200 m (most commonly 1,200–1,500 m). Flowering: January–November; fruiting: January–December (most commonly May–September).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Fagaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Quercus&tdcode=03943,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03960,Quercus lineata Blume,,present,B_core_exact,Quercus lineata,9123,Q,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9123,15.0,25.0,4.0,32.0,3000.0,4000.0,2500.0,4500.0,7.0,7.5,6.0,8.5
9.0,Fagaceae,3. Quercus,Quercus,3.0,Quercus semecarpifolia Sm.,NORTHERN: Chiang Mai.,"Afghanistan, Bhutan, India, Nepal (type), Pakistan, China.","Exposed ridges in lower montane rain forests, on limestone bedrock, 1,950–2,200 m alt. Flowering: May; fruiting: April–July (most commonly May–June).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Fagaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Quercus&tdcode=03943,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03972,Quercus semecarpifolia Sm.,,present,B_core_exact,Quercus semecarpifolia,9140,Q,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9140,12.0,22.0,2.0,30.0,800.0,2000.0,500.0,2500.0,5.5,6.5,5.0,7.5
7.0,Apocynaceae,13. Rauvolfia,Rauvolfia,13.0,Rauvolfia serpentina Benth. ex Kurz,"NORTHERN: Chiang Mai, Nan, Lamphun, Lampang, Phrae, Tak, Phitsanulok; NORTH-EASTERN: Phetchabun, Loei, Nong Khai; SOUTH-WESTERN: Kanchanaburi, Prachuap Khiri Khan; CENTRAL: Saraburi, Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Chon Buri, Chanthaburi; PENINSULAR: Surat Thani.","Sri Lanka (type), India, Nepal, Bhutan, Burma, China, Vietnam, Cambodia, Laos, Malyasia, Indonesia.",In deciduous or evergreen forests or in open areas to 800 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Apocynaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rauvolfia&tdcode=02172,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02175,Rauvolfia serpentina (L.) Benth. ex Kurz,,present,B_core_exact,Rauvolfia serpentina,9185,R,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9185,22.0,30.0,4.0,35.0,1500.0,3500.0,1100.0,4500.0,5.5,7.0,5.0,7.5
2.0,Rhizophoraceae,1 Rhizophora,Rhizophora,1.0,Rhizophora mucronata Poir.,"SOUTH-EASTERN: Chanthaburi; SOUTH-WESTERN: Prachuap Khiri Khan, Ratchaburi; PENINSULAR: Chumphon (Lang Suan), Trang, Surat Thani.","In the Old World tropics, occurring from the coast of eastern Africa (type from Mauritius) through Asia and Malesia to NE Australia and the Pacific Islands as far as the Tonga group.",Mangrove forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rhizophoraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rhizophora&tdcode=00008,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00010,Rhizophora mucronata Poir.,,missing,B_core_exact,Rhizophora mucronata,1849,R,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1849,20.0,28.0,15.0,32.0,1500.0,2500.0,1000.0,3000.0,6.7,7.2,6.5,7.5
4.0,Leguminosae-Papilionoideae,Rhynchosia,Rhynchosia,,Rhynchosia minima (L.) DC.,"NORTH-EASTERN: Sakon Nakhon (Phu Phan NP); EASTERN: Chaiyaphum; SOUTH-WESTERN: Kanchanaburi (Khao Salop), Prachuap Khiri Khan (Kui Buri); CENTRAL: Lop Buri (Lam Narai, Khao Samo Khon, Tha Wung), Saraburi (Muak Lek), Nakhon Nayok, Krung Thep Maha Nakhon; SOUTH-EASTERN: Chon Buri (Ko Si Chang, Si Racha).","Jamaica (type), Africa, Pakistan, India, Sri Lanka, Bhutan, Myanmar, China, Taiwan, Japan, Vietnam, Philippine, Java.",Open areas; 2–300 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Papilionoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rhynchosia&tdcode=09203,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=09210,Rhynchosia minima (L.) DC.,,present,B_core_exact,Rhynchosia minima,9270,R,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9270,22.0,34.0,15.0,42.0,550.0,1000.0,450.0,1600.0,7.0,7.5,6.5,8.0
8.0,Euphorbiaceae,74. Ricinus,Ricinus,74.0,Ricinus communis L.,NORTHERN: Phitsanulok; NORTH-EASTERN: Loei (Wang Sa Phung); SOUTH-WESTERN: Kanchanaburi (Sisawat); CENTRAL: Saraburi (Tham Pra Photisat).,"Presumably originally from N Africa, presently cultivated and occurring sub-spontaneously world-wide in tropical and subtropical areas.","Cultivated or escaped, probably all over the country. When semi-wild mainly found in waste places in all kinds of habitats on usually a rather rich soil, from sea shore to midmontane areas, scattered to locally common; however, also reported from the primary forests, but probably planted by villagers; 0–2,400 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ricinus&tdcode=03601,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03602,Ricinus communis L.,,present,B_core_exact,Ricinus communis,1866,R,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1866,20.0,30.0,15.0,39.0,600.0,1000.0,400.0,2000.0,5.0,6.5,4.5,8.0
14.0,Polygonaceae,10. Rumex,Rumex,10.0,Rumex crispus L.,"NORTHERN: Chiang Mai, Chiang Rai; NORTH-EASTERN: Loei, Nakhon Phanom; EASTERN: Amnat Charoen, Ubon Ratchathani.","Europe (type), Russia, Sri Lanka, Myanmar, China, Taiwan, Mongolia, Korea, Japan, Vietnam, Java, the Philippines, Peninsular Malaysia, N America.","In evergreen forests and along Mae Kong banks, ponds, 0–500 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Polygonaceae&volumeno=14,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rumex&tdcode=06907,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=06908,Rumex crispus L.,,present,B_core_exact,Rumex crispus,9405,R,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9405,14.0,18.0,8.0,28.0,800.0,1000.0,600.0,1200.0,5.5,6.5,5.2,6.8
16.0,Annonaceae,33. Sageraea,Sageraea,33.0,Sageraea elliptica (A.DC.) Hook.f. & Thomson,"SOUTH-EASTERN: Chachoengsao, Chon Buri, Chanthaburi, Trat; PENINSULAR: Ranong, Phangnga, Phuket, Krabi, Trang.","Myanmar (type), Cambodia, Vietnam, Peninsular Malaysia.","Wet or rarely dry evergreen forests, up to 600 m alt. Flowering: January–May; fruiting: May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Annonaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Sageraea&tdcode=08522,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08524,Sageraea elliptica (A.DC.) Hook.f. & Thomson,,present,B_core_exact,Sageraea elliptica,9437,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9437,22.0,30.0,18.0,35.0,3000.0,3500.0,2500.0,4000.0,5.0,6.0,4.5,6.5
7.0,Alismataceae,3. Sagittaria,Sagittaria,3.0,Sagittaria sagittifolia L.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Alismataceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Sagittaria&tdcode=02516,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02519,Sagittaria sagittifolia L.,,missing,B_core_exact,Sagittaria sagittifolia,9441,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9441,16.0,24.0,12.0,28.0,900.0,1200.0,600.0,1500.0,6.0,7.5,5.5,8.2
11.0,Arecaceae,31. Salacca (in part),Salacca (in part),31.0,Salacca wallichiana Mart.,"SOUTH-EASTERN: Chonburi, Chanthaburi, Trat; PENINSULAR: Ranong, Phangnga, Phuket, Nakhon Si Thammarat, Trang, Satun, Narathiwat.","Myanmar, Vietnam, Peninsular Malaysia, Sumatra. Type: cultivated plant of unknown origin, Wallich s.n., isotype -K.",In swampy areas.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Arecaceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Salacca&tdcode=05288,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05292,Salacca wallichiana Mart.,,present,B_core_exact,Salacca wallichiana,9449,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9449,22.0,32.0,18.0,38.0,2500.0,3000.0,2000.0,3500.0,5.0,6.0,4.5,6.5
5.0,Salicaceae,Salix,Salix,,Salix babylonica L.,Commonly cultivated.,"Native of N China, now widespread.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Salicaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Salix&tdcode=01047,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01048,Salix babylonica L.,,present,B_core_exact,Salix babylonica var. sacramenta,9477,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9477,21.0,26.0,10.0,30.0,1000.0,1300.0,800.0,1500.0,6.5,7.5,6.0,8.0
4.0,Leguminosae-Mimosoideae,11 Samanea,Samanea,11.0,Samanea saman (Jacq.) Merr.,Cultivated and naturalized all over the country.,"Native of N Tropical S America, but introduced all over the tropics. Type locality uncertain.","In villages, along road-sides, spontaneous on stream and river banks, and in inundated areas.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Mimosoideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Samanea&tdcode=00849,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00850,Samanea saman (Jacq.) Merr.,,present,B_core_exact,Samanea saman,1894,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1894,20.0,35.0,15.0,40.0,800.0,3000.0,500.0,3500.0,5.5,6.5,4.5,7.5
9.0,Santalaceae,5. Santalum,Santalum,5.0,Santalum album L.,CENTRAL: Saraburi (Phu Khae Botanical Garden).,Native from Java to the Timor Islands. Cultivated in India.,"Between 30 and 100 m alt., cultivated at roadsides or besides villages. In secondary woodland and savannas.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Santalaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Santalum&tdcode=03741,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03742,Santalum album L.,,present,B_core_exact,Santalum album,9546,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9546,22.0,30.0,10.0,38.0,800.0,1400.0,450.0,3000.0,6.0,7.0,5.0,9.0
8.0,Euphorbiaceae,76. Sauropus,Sauropus,76.0,Sauropus androgynus (L.) Merr.,"NORTHERN: Chiang Mai, Nan; NORTH-EASTERN: Nong Khai, Mukdahan, Kalasin; EASTERN: Nakhon Ratchasima, Ubon Ratchathani; SOUTH-WESTERN: Kanchanaburi, Prachuap Khiri Khan; CENTRAL: Saraburi, Nakhon Nayok, Krung Thep Maha Nakhon (Bangkok); SOUTH-EASTERN: Prachin Buri, Chon Buri, Trat; PENINSULAR: Ranong, Surat Thani, Phuket, Nakhon Si Thammarat, Satun, Songkhla, Pattani, Narathiwat.","From India and Sri Lanka to S China and Indochina, throughout W Malesia to Sulawesi, Maluku, and perhaps New Guinea.","(Open areas in) shaded evergreen forests (with much bamboos), secondary forests, waste ground, fruit gardens, in scrubs, in old clearings, along river banks, edges of forests; soil: limestone, sand; 0–550 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Sauropus&tdcode=03605,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03608,Breynia androgyna,,present,B_core_exact,Sauropus androgynus,9593,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9593,26.0,35.0,5.0,38.0,900.0,1200.0,600.0,4000.0,6.0,7.0,5.5,7.5
2.0,Theaceae,2 Schima,Schima,2.0,Schima wallichii (DC.) Korth.,"NORTHERN: Chiang Mai (Doi Suthep, Doi Inthanon, Fang), Chiang Rai, Nan, Phitsanulok; NORTH-EASTERN: Loei (Phu Kradueng), Nakhon Phanom, Nong Khai, Phetchabun; EASTERN: Nakhon Ratchasima, Roi Et, Si Sa Ket, Ubon Ratchathani; SOUTH-EASTERN: Trat; SOUTH-WESTE","E India, Burma, Malaya, and probably elsewhere (see note below).","In scrub, savannas, bamboo forests and in dry or wet evergreen forests, from sea level (Peninsular) to 2,500 m alt. (Northern).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Theaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Schima&tdcode=00268,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00269,Schima wallichii (DC.) Korth,,present,B_core_exact,Schima wallichii,355151,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=355151,12.0,30.0,5.0,45.0,1400.0,3000.0,1200.0,5000.0,5.0,6.5,4.5,7.0
7.0,Sapindaceae,20. Schleichera,Schleichera,20.0,Schleichera oleosa (Lour.) Oken,"NORTHERN: Mae Hong Son, Chiang Mai, Lampang, Phrae, Tak, Sukhothai, Phitsanulok; NORTH-EASTERN: Phetchabun, Loei; EASTERN: Chaiyaphum, Nakhon Ratchasima, Surin, Si Sa Ket; SOUTH-WESTERN: Kanchanaburi, Ratchaburi; CENTRAL: Saraburi; SOUTH-EASTERN: Prachin Buri, Chon Buri, Chanthaburi.","Ecology : In regions with a dry period such as deciduous dipterocarp forests, mixed deciduous forests, savannas, on dry to periodically rather swampy soils of various types, sea level up to 900(–1,200) m alt. Flowering: January–April (to July); fruiting: March–July. The plants are fire resistant, deciduous, but leafless for only a few days. The seedlings are light-demanding. The seeds are eaten by mammals (probably mainly Viverridae) and birds, perhaps also dispersal by termites.","In regions with a dry period such as deciduous dipterocarp forests, mixed deciduous forests, savannas, on dry to periodically rather swampy soils of various types, sea level up to 900(–1,200) m alt. Flowering: January–April (to July); fruiting: March–July. The plants are fire resistant, deciduous, but leafless for only a few days. The seedlings are light-demanding. The seeds are eaten by mammals (probably mainly Viverridae) and birds, perhaps also dispersal by termites.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sapindaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Schleichera&tdcode=02387,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02388,Schleichera oleosa (Lour.) Oken,,present,B_core_exact,Schleichera oleosa,9621,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=9621,30.0,42.0,10.0,47.0,1200.0,2300.0,750.0,2800.0,5.5,6.5,5.0,7.8
9.0,Cucurbitaceae,20. Sechium,Sechium,20.0,Sechium edule Sw.,Cultivated locally in the mountains.,"Originally wild and cultivated in C America, now widely cultivated (usually over trellis) in the tropics and subtropics all over the world.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cucurbitaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Sechium&tdcode=04058,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04059,Sicyos edulis,,present,B_core_exact,Sechium edule,1930,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1930,19.0,30.0,12.0,40.0,800.0,2000.0,600.0,2600.0,5.5,7.0,4.3,8.0
5.0,Sonneratiaceae,2 Sonneratia,Sonneratia,2.0,Sonneratia caseolaris (L.) Engl.,"Thailand. Hence, Sonneratia lanceolata is treated here as an ecotype of the widely distributed S. caseolaris .","Sri Lanka, India, SE Asia, Malesia (Moluccas – type), N Australia, Solomon Islands, the New Hebrides.","One of the common pioneer tree species in the mangrove forests, preferring less saline areas with deeply muddy soil, often colonizing tidal river banks where fresh water is frequent. The tree is also found sporadically as far as the inland limits of salinity.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sonneratiaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Sonneratia&tdcode=01299,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01301,Sonneratia caseolaris (L.) Engl.,,present,B_core_exact,Sonneratia caseolaris,1978,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1978,20.0,30.0,10.0,38.0,1500.0,2500.0,1000.0,3000.0,6.7,7.3,6.5,7.5
10.0,Anacardiaceae,17. Spondias,Spondias,17.0,Spondias cytherea Sonn.,Widely cultivated.,"All over tropics, Society Islands (type).","Lowland forests, often cultivated.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Anacardiaceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Spondias&tdcode=04385,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04387,Spondias dulcis,,present,B_core_exact,Spondias cytherea,2000,S,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2000,22.0,27.0,12.0,35.0,900.0,1800.0,600.0,2200.0,5.5,6.5,4.5,8.0
