volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,accepted_name,thailand,distribution,ecology,family_url,genus_url,species_url,scraped_at
16,Zingiberaceae,11. Geostachys,Geostachys,11.0,Geostachys holttumii K.Larsen,This is currently accepted.,"PENINSULAR: Yala (Betong – type: Kerr 7538, holotype -K).",Endemic.,"Decaying leaf litter or on thin rocky or sandy heath soils over rock in shady or partially shaded areas of quartzitic-phyllite ridges, 650–700 m alt., also found in lower montane forests. Very rare. Flowering: May–June; fruiting: June.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Geostachys&tdcode=08762,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08766,2025-10-20T23:05:49.379967+00:00
16,Zingiberaceae,11. Geostachys,Geostachys,11.0,Geostachys angustifolia K.Larsen,This is currently accepted.,"PENINSULAR: Ranong (Khlong Na Kha), Phangnga (Khao Pho Ta Luang Kaeo – type: Larsen & Larsen 33500, holotype -AAU).","Cambodia, Vietnam, Malaysia.","Common in evergreen forests on hillsides on red, lateritic soil. Flowering: March–June; fruiting: June–September.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Geostachys&tdcode=08762,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08763,2025-10-20T23:05:52.044445+00:00
16,Zingiberaceae,11. Geostachys,Geostachys,11.0,Geostachys angustifolia K.Larsen,This is currently accepted.,"PENINSULAR: Ranong (Khlong Na Kha), Phangnga (Khao Pho Ta Luang Kaeo – type: Larsen & Larsen 33500, holotype -AAU).","Cambodia, Vietnam, Malaysia.","Common in evergreen forests on hillsides on red, lateritic soil. Flowering: March–June; fruiting: June–September.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Geostachys&tdcode=08762,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08763,2025-10-20T23:05:54.871018+00:00
16,Zingiberaceae,11. Geostachys,Geostachys,11.0,Geostachys chayanii Mayoe,This is currently accepted.,"PENINSULAR: Nakhon Si Thammarat (Namtok Yong NP – type: Picheansoonthon 1021, holotype -BKF, isotypes -BK SING).",Endemic.,"Evergreen hillside forests on humus-rich soil, on rock in shade, 890–1,200 m alt. Flowering: May; fruiting: June–October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Geostachys&tdcode=08762,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08764,2025-10-20T23:05:57.638959+00:00
16,Zingiberaceae,11. Geostachys,Geostachys,11.0,Geostachys decurvata (Baker) Ridl.,This is currently accepted.,PENINSULAR: Yala (Betong).,Peninsular Malaysia (Perak – type).,"Evergreen forests at 100–1,000 m alt. Flowering: April–June; fruiting: June–October.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Geostachys&tdcode=08762,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08765,2025-10-20T23:06:00.328666+00:00
16,Zingiberaceae,11. Geostachys,Geostachys,11.0,Geostachys holttumii K.Larsen,This is currently accepted.,"PENINSULAR: Yala (Betong – type: Kerr 7538, holotype -K).",Endemic.,"Decaying leaf litter or on thin rocky or sandy heath soils over rock in shady or partially shaded areas of quartzitic-phyllite ridges, 650–700 m alt., also found in lower montane forests. Very rare. Flowering: May–June; fruiting: June.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Geostachys&tdcode=08762,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08766,2025-10-20T23:06:03.177944+00:00
16,Zingiberaceae,11. Geostachys,Geostachys,11.0,Geostachys kerrii K.Larsen,This is currently accepted.,"PENINSULAR: Phangnga, Krabi (Khao Phanom Bencha), Nakhon Si Thammarat (Khao Luang – type: Kerr 15495, holotype -K, isotype -BM).",Endemic.,"Evergreen forests, 100–1,000 m alt. Flowering: March–May; fruiting: May–June.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Geostachys&tdcode=08762,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08767,2025-10-20T23:06:05.971782+00:00
16,Zingiberaceae,11. Geostachys,Geostachys,11.0,Geostachys penangensis Ridl.,This is currently accepted.,PENINSULAR: Yala (Betong).,"Malaysia (Penang – type), Sarawak, Indonesia (Kalimantan).","Very rare, on decaying leaf litter or on thin rocky or sandy heath soils over rock in shade or partial shade on quartzitic-phyllite ridges at 650–1,360 m alt., and in lower montane forests. Flowering: May–June; fruiting: June.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Geostachys&tdcode=08762,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08768,2025-10-20T23:06:08.727451+00:00
16,Zingiberaceae,11. Geostachys,Geostachys,11.0,Geostachys pierreana Gagnep.,This is currently accepted.,EASTERN: Chanthaburi (Khao Khitchakut).,"Cambodia, Vietnam?","Montane forests at ca 900–1,000 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Geostachys&tdcode=08762,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08769,2025-10-20T23:06:11.511469+00:00
16,Zingiberaceae,11. Geostachys,Geostachys,11.0,Geostachys smitinandii K.Larsen,This is currently accepted.,"EASTERN: Nakhon Ratchasima (Khao Khiao – type: Larsen et al. 55, holotype -AAU, isotype -BKF); SOUTH-WESTERN: Kanchanaburi, Phetchaburi; SOUTH-EASTERN: Chanthaburi, Trat (Khao Bantha – type of Geostachys tratensis : Picheansoonthon & Mayoe 020510-1, holotype -BKF, isotypes -BK SING).",Endemic.,"Dry evergreen hill forests on humus-rich soil, over rock in shade, at 800–1,200 m alt. Flowering: April–June; fruiting: June–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Geostachys&tdcode=08762,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08770,2025-10-20T23:06:14.268791+00:00
16,Zingiberaceae,18. Lanxangia,Lanxangia,18.0,Lanxangia coriandriodora (S.Q.Tong & Y.M.Xia) M.F.Newman & Škorničk.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Suthep, Doi Inthanon – type of Amomum inthanonense : Mokkamul & Chaveerach 316 -BK BKF, Doi Lon, Mae Soi, Mae Chaem, Chom Thong), Nan (Doi Phu Kha, Tham Pha Tup), Lampang (Chae Son), Tak (Umphang), Phitsanulok (Na Khun Thai), Kamphaeng Phet (Mae Wong); NORTH-EASTERN: Loei (Na Haeo).",China (Yunnan – type).,"Hill evergreen and pine forests, under shade of trees or shrubs, moist areas along streams, granite bedrock, 850–2,249 m alt. Flowering and fruiting: May–September.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Lanxangia&tdcode=08907,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08908,2025-10-20T23:06:21.399022+00:00
16,Zingiberaceae,6. Conamomum,Conamomum,6.0,Conamomum utriculosum Ridl.,This is currently accepted.,"PENINSULAR: Phangnga (Khao Pho Ta Luang Kaeo); Yala (Hala-Bala WS, Khao Pisat).",Peninsular Malaysia (type).,"Tropical rain forests, 1,000–1,250 m alt. Flowering and fruiting: April–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Conamomum&tdcode=08665,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08668,2025-10-20T23:06:28.482858+00:00
16,Zingiberaceae,6. Conamomum,Conamomum,6.0,Conamomum pierreanum (Gagnep.) Škorničk. & A.D.Poulsen,This is currently accepted.,CENTRAL: Nakhon Nayok (Khao Yai); SOUTH-EASTERN: Chanthaburi (Khao Khitchakut NP).,Cambodia (type).,"Dry evergreen forests, hardwood forests, granite or sandstone bedrock, 774–1,100 m alt. Flowering: April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Conamomum&tdcode=08665,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08666,2025-10-20T23:06:31.218594+00:00
16,Zingiberaceae,6. Conamomum,Conamomum,6.0,Conamomum squarrosum (Ridl.) Škorničk. & A.D.Poulsen,This is currently accepted.,"PENINSULAR: Narathiwat (Bala forest, Sukhirin).",Peninsular Malaysia (type).,"Tropical rain forests, on sandy and acidic soil. Flowering and fruiting: April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Conamomum&tdcode=08665,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08667,2025-10-20T23:06:33.763087+00:00
16,Zingiberaceae,6. Conamomum,Conamomum,6.0,Conamomum pierreanum (Gagnep.) Škorničk. & A.D.Poulsen,This is currently accepted.,CENTRAL: Nakhon Nayok (Khao Yai); SOUTH-EASTERN: Chanthaburi (Khao Khitchakut NP).,Cambodia (type).,"Dry evergreen forests, hardwood forests, granite or sandstone bedrock, 774–1,100 m alt. Flowering: April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Conamomum&tdcode=08665,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08666,2025-10-20T23:06:36.510961+00:00
16,Zingiberaceae,6. Conamomum,Conamomum,6.0,Conamomum squarrosum (Ridl.) Škorničk. & A.D.Poulsen,This is currently accepted.,"PENINSULAR: Narathiwat (Bala forest, Sukhirin).",Peninsular Malaysia (type).,"Tropical rain forests, on sandy and acidic soil. Flowering and fruiting: April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Conamomum&tdcode=08665,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08667,2025-10-20T23:06:39.287349+00:00
16,Zingiberaceae,6. Conamomum,Conamomum,6.0,Conamomum utriculosum Ridl.,This is currently accepted.,"PENINSULAR: Phangnga (Khao Pho Ta Luang Kaeo); Yala (Hala-Bala WS, Khao Pisat).",Peninsular Malaysia (type).,"Tropical rain forests, 1,000–1,250 m alt. Flowering and fruiting: April–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Conamomum&tdcode=08665,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08668,2025-10-20T23:06:41.951872+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia micrantha (Ridl.) Škorničk. & A.D.Poulsen,This is currently accepted.,PENINSULAR: Trang (Khao Sung).,Malaysia (Penang – type).,"Tropical rain or dry evergreen forests, bamboo forests, ca 100–150 m alt. Flowering and fruiting: April–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08948,2025-10-20T23:06:49.336629+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia parviflora Kaewsri,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi (Thong Pha Phum NP – type: Kaewsri 022, holotype -BKF, isotypes -BK E).",Endemic.,"Dry evergreen forests, in light gaps, ca 800 m alt. Flowering and fruiting: April–September.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08951,2025-10-20T23:06:51.970531+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia mollis (Ridl.) Škorničk. & A.D.Poulsen,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi (Sai Yok, Thong Pha Phum); PENINSULAR: Chumphon (Thasan – type of Amomum molle : Kloss & Robinson 6988 -K), Songkhla (Hat Yai, Rattha Phum), Nakhon Si Thammarat (Tha Sala), Phatthalung (Khao Pu Khao Ya NP), Trang (Palian), Phangnga (Mueang District, Si Phangnga NP).",Malaysia (Pahang – type of,"Tropical rain or dry evergreen forests, 200–1,200 m alt. Flowering and fruiting: April–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08950,2025-10-20T23:06:54.742271+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia uliginosa (J.Koenig) Giseke,This is currently accepted.,"NORTHERN: Phayao (Doi Luang), Lampang (Chae Son); NORTH-EASTERN: Sakon Nakhon (Phu Phan), Nakhon Phanom (Dong Bang-I); EASTERN: Nakhon Ratchasima (Khao Phrik, Si Khiao), Buri Ram (Dong Yai), Rot Et (Ban Lao Hot), Ubon Ratchathani; SOUTH-WESTERN: Kanchanaburi (Sai Yok, Sangkhla Buri); CENTRAL: Saraburi (Sam Lan, Hin Lap), Nakhon Nayok (Khao Yai); SOUTH-EASTERN: Sa Kaeo (Pang Sida), Chon Buri (Khao Khiao), Rayong, Chanthaburi (Khlong Khruea Wai, Khao Soi Dao), Trat (Khlong Kaeo, Khao Saming, Tup Mueang District); PENINSULAR: Nakhon Si Thammarat (Tha Sala), Phatthalung (Khao Pu Khao Ya), Songkhla (Hat Yai), Pattani (Sai Khao Falls), Narathiwat (Phu Khao Thong, Hala-Bala).","Cambodia, China, Laos, Malaysia, Vietnam.","Dry evergreen forests, deciduous and bamboo forests, on limestone or granite bedrock, 200–1,325 m alt. Flowering and fruiting: April–August.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08955,2025-10-20T23:06:57.476475+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia longiflora Kaewsri,This is currently accepted.,"SOUTH-WESTERN: Chumphon (North-Utthayan Sadetnaikrom Krommaluang Chumphon WS – type: Kaewsri 242, holotype -BKF, isotype -BK).",Endemic.,"Tropical rain and hill evergreen forests, under shrubs and trees, 215 m alt. Flowering and fruiting: April–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08946,2025-10-20T23:07:00.213856+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia microcarpa (C.F.Liang & D.Fang) Škorničk. & A.D.Poulsen,This is currently accepted.,NORTHERN: Nan (Bo Kluea).,"China (Guangxi – type), Laos, Vietnam.","Hill evergreen forests, under shrubs or trees, on hill slopes, ca 1,000 m alt. Flowering and fruiting: April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08949,2025-10-20T23:07:03.002437+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia geostachyoides Kaewsri,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi (Thong Pha Phum – type: Kaewsri 223, holotype -BKF, isotype -BK); PENINSULAR: Ranong (Southern Sadetnaikrom Kromluang Chumphon WS).",Endemic.,"Dry evergreen forests or tropical rain forests, under shrubs or trees, on hill slopes, 260–950 m alt. Flowering and fruiting: April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08944,2025-10-20T23:07:05.821775+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia tenella (Lamxay & M.F.Newman) Škorničk. & A.D.Poulsen,This is currently accepted.,SOUTH-EASTERN: Chanthaburi (Khlong Khruea Wai); PENINSULAR: Ranong (South-Krom Luang Chumphon WS).,"Laos (Attapue – type), Vietnam.","Tropical rain or dry evergreen forests, bamboo forests, 674–1,400 m alt. Flowering and fruiting: April–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08953,2025-10-20T23:07:08.504320+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia vera (Blackw.) Škorničk. & A.D.Poulsen,This is currently accepted.,"NORTHERN: Tak (cultivated at Doi Musoe); SOUTH-EASTERN: Chanthaburi (Doi Soi Dao Nue, Khao Soi Dao, Khao Khitchakut); PENINSULAR: Satun (Khuan Kalong), Chumphon (Lang Suan).","Myanmar, China, Cambodia, Vietnam, Indonesia.","Tropical rain forests, 50–650 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08956,2025-10-20T23:07:11.133752+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia compacta (Sol. ex Maton) Škorničk. & A.D.Poulsen,This is currently accepted.,NORTHERN: Chiang Mai (Doi Suthep-Pui).,"Indonesia (Sumatra, Java – type).","Hill evergreen forests, in light gaps, ca 1,075 m alt.Flowering: April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08942,2025-10-20T23:07:14.045382+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia testacea (Ridl.) Škorničk. & A.D.Poulsen,This is currently accepted.,"NORTHERN: Tak (cultivated at Doi Musoe); PENINSULAR: Krabi (Thap Prik), Satun, Surat Thani, Trang (Trang Horticultural Research Centre, Khao Chong), Narathiwat (Bacho), Yala (Bang Lang).",Malaysia (Selangor – type).,"Tropical rain forests, 100–500 m alt. Flowering: April–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08954,2025-10-20T23:07:16.919998+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia yingyongii Kaewsri,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi (Sai Yok NP – type: Kaewsri 001, holotype -BKF, isotypes -BK E).",,"Dry evergreen forests, under shade of shrubs and trees, ca 400 m alt. Flowering and fruiting: March–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08960,2025-10-20T23:07:19.807133+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia biflora (Jack) Škorničk. & A.D.Poulsen,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi (Sai Yok, Thong Pha Phum), Phetchaburi (Kaeng Krachan), Prachuap Khiri Khan; PENINSULAR: Chumphon (Krom Luang Chumphon WS (North)), Ranong (Kra Buri), Phangnga (Khura Buri), Nakhon Si Thammarat (Khao Luang), Trang (Khao Chong NP), Phatthalung (Khao Pu Khao Ya), Satun (Ko Rawi), Songkhla (Hat Yai, Saba Yoi).",Malaysia (Penang – type).,"Tropical rain and dry evergreen forests, under shade of shrubs or trees, 100–400 m alt. Flowering: April–July; fruiting: August.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08941,2025-10-20T23:07:22.670007+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia schmidtii (K.Schum.) Škorničk. & A.D.Poulsen,This is currently accepted.,"NORTHERN: Lampang (Chae Son NP); Phayao (Doi Luang NP), Nan (Doi Phu Kha, Tham Sakoen NP), Phayao (Phu Sang); NORTH-EASTERN: Phetchabun (Nam Nao NP), Loei (Phu Suan Sai), Nakhon Phanom (Phu Langka NP); EASTERN: Chaiyaphum (Ban Nam Phrom); SOUTH-EASTERN: Chonburi (Si Ra Cha), Trat (Ko Chang – type: Schmidt 736, lectotype -C, Khlong Yai), Chanthaburi (Khao Soi Dao WS); SOUTH-WESTERN: Kanchanaburi (Sai Yok, Thong Pha Phum NP).","Cambodia, Laos, Vietnam.","Tropical rain and dry evergreen forests, under shade of shrubs or trees, 200–1,400 m alt. Flowering: April–July; fruiting: August.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08952,2025-10-20T23:07:25.372867+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia globosa Kaewsri,This is currently accepted.,"SOUTH-WESTERN: Uthai Thani (Huai Khakhaeng WS – type: Kaewsri 027, holotype -BKF, isotypes -BK E).",Endemic.,"Dry evergreen forests, under shrubs or trees, ca 215 m alt. Flowering and fruiting: June.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08945,2025-10-20T23:07:28.067407+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia longiligularis (T.L.Wu) Škorničk. & A.D.Poulsen,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi (Sai Yok), Phetchaburi (Kaeng Krachan NP); PENINSULAR: Krabi (Mueang District), Trang (Khao Chong NP), Phatthalung (Si Banphot), Songkhla (Suan Tun Falls).","China (Hainan – type), Cambodia, Laos, Vietnam.","Dry evergreen forests, deciduous and bamboo forests, on limestone or granite bedrock, 100–1,240 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08947,2025-10-20T23:07:30.593972+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia ellipticarpa Kaewsri,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi (Thong Pha Phum NP – type: Kaewsri 024, holotype -BKF, isotypes -BK E).",Endemic.,"Dry evergreen forests, light gaps, ca 800 m alt. Flowering and fruiting: April–September.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08943,2025-10-20T23:07:33.298753+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia biflora (Jack) Škorničk. & A.D.Poulsen,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi (Sai Yok, Thong Pha Phum), Phetchaburi (Kaeng Krachan), Prachuap Khiri Khan; PENINSULAR: Chumphon (Krom Luang Chumphon WS (North)), Ranong (Kra Buri), Phangnga (Khura Buri), Nakhon Si Thammarat (Khao Luang), Trang (Khao Chong NP), Phatthalung (Khao Pu Khao Ya), Satun (Ko Rawi), Songkhla (Hat Yai, Saba Yoi).",Malaysia (Penang – type).,"Tropical rain and dry evergreen forests, under shade of shrubs or trees, 100–400 m alt. Flowering: April–July; fruiting: August.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08941,2025-10-20T23:07:36.179343+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia compacta (Sol. ex Maton) Škorničk. & A.D.Poulsen,This is currently accepted.,NORTHERN: Chiang Mai (Doi Suthep-Pui).,"Indonesia (Sumatra, Java – type).","Hill evergreen forests, in light gaps, ca 1,075 m alt.Flowering: April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08942,2025-10-20T23:07:38.808068+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia ellipticarpa Kaewsri,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi (Thong Pha Phum NP – type: Kaewsri 024, holotype -BKF, isotypes -BK E).",Endemic.,"Dry evergreen forests, light gaps, ca 800 m alt. Flowering and fruiting: April–September.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08943,2025-10-20T23:07:41.451555+00:00
16,Zingiberaceae,27. Wurfbainia,Wurfbainia,27.0,Wurfbainia geostachyoides Kaewsri,This is currently accepted.,"SOUTH-WESTERN: Kanchanaburi (Thong Pha Phum – type: Kaewsri 223, holotype -BKF, isotype -BK); PENINSULAR: Ranong (Southern Sadetnaikrom Kromluang Chumphon WS).",Endemic.,"Dry evergreen forests or tropical rain forests, under shrubs or trees, on hill slopes, 260–950 m alt. Flowering and fruiting: April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wurfbainia&tdcode=08940,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=08944,2025-10-20T23:07:44.191420+00:00
